hcp_id,hcp_name,city,specialty,loyalty_tier,potential_score,visits_per_month,post_visit_rx_lift_pct,priority_bucket,coverage_flag,assigned_rep_id,assigned_rep_name
1629,Maanav Kalita,Pune,Diabetologist,Brand_Loyal,57,2.78,-2.9837499999999997,Priority D,Appropriately-covered,107,Kala Divan
1630,Kamya Date,Chennai,GP,Switcher,26,1.0,0.5266666666666677,Priority D,Appropriately-covered,48,Kabir Soman
1631,Balendra Deshpande,Mumbai,GP,Switcher,73,1.83,0.6499999999999998,Priority B,Under-covered,89,Karan Mital
1632,Veda Pai,Delhi,GP,Switcher,34,1.39,27.42727272727273,Priority C,Appropriately-covered,1,Aryan Maharaj
1633,Neha Dhawan,Hyderabad,GP,Competitor_Loyal,42,2.89,13.145555555555555,Priority D,Appropriately-covered,55,Victor Kannan
1634,Wahab Chaudhry,Kolkata,GP,Competitor_Loyal,79,2.17,5.877272727272728,Priority B,Appropriately-covered,71,Chandresh Zachariah
1635,Daksha Kibe,Chennai,Diabetologist,Switcher,71,2.5,3.2409999999999997,Priority B,Appropriately-covered,46,Farhan Chada
1636,Jagvi Sahni,Mumbai,Cardiologist,Brand_Loyal,87,1.56,-16.048181818181817,Priority B,Under-covered,91,Tara Chaudhry
1637,Yug Khosla,Chennai,Cardiologist,Switcher,81,2.89,5.0969999999999995,Priority B,Appropriately-covered,49,Alka Wable
1638,Advika Cheema,Hyderabad,Cardiologist,Switcher,85,2.89,-3.68,Priority B,Appropriately-covered,59,Arya Sunder
1639,Yashodhara Mahajan,Delhi,Diabetologist,Switcher,39,1.67,4.051,Priority D,Appropriately-covered,3,Gagan Sami
1640,Radha Kapadia,Pune,Cardiologist,Brand_Loyal,95,3.61,-1.2425,Priority B,Appropriately-covered,107,Kala Divan
1641,Tara Yadav,Pune,Cardiologist,Brand_Loyal,67,3.78,0.4899999999999997,Priority B,Appropriately-covered,108,Joshua Barman
1642,Aditya Misra,Bangalore,Cardiologist,Switcher,76,2.61,0.8072727272727271,Priority B,Appropriately-covered,37,Harini Choudhury
1643,Krishna Baria,Kolkata,Diabetologist,Competitor_Loyal,34,1.56,42.54,Priority C,Appropriately-covered,70,Faqid Savant
1644,Krish Kumar,Kolkata,Cardiologist,Switcher,44,2.11,12.19909090909091,Priority D,Appropriately-covered,80,Dipta Bhandari
1645,Sai Goda,Mumbai,GP,Competitor_Loyal,63,2.28,-3.8241666666666663,Priority B,Appropriately-covered,97,Krish Lalla
1646,Harshil Arora,Delhi,GP,Competitor_Loyal,67,2.22,-3.8908333333333336,Priority B,Appropriately-covered,3,Gagan Sami
1647,Hemang Ganesan,Mumbai,Diabetologist,Competitor_Loyal,59,2.33,11.564166666666669,Priority D,Appropriately-covered,92,Tanay Toor
1648,Praneel Sagar,Mumbai,Cardiologist,Switcher,67,2.17,11.646923076923075,Priority B,Appropriately-covered,97,Krish Lalla
1649,Barkha Rai,Bangalore,Cardiologist,Switcher,73,1.72,3.3099999999999996,Priority B,Under-covered,42,Kashvi Edwin
1650,Raksha Gupta,Pune,Cardiologist,Switcher,34,2.39,2.88125,Priority D,Appropriately-covered,102,Pallavi Malhotra
1651,Yashasvi Dutta,Kolkata,GP,Switcher,60,1.83,-2.849000000000001,Priority B,Appropriately-covered,74,Tanay Rattan
1652,Fiyaz Sangha,Delhi,Diabetologist,Switcher,75,2.22,5.38,Priority B,Appropriately-covered,1,Aryan Maharaj
1653,Mitesh Tara,Delhi,Cardiologist,Switcher,57,1.72,-3.827272727272728,Priority D,Appropriately-covered,5,Viraj Tiwari
1654,Arya Krish,Jaipur,Diabetologist,Brand_Loyal,61,5.44,3.7457142857142856,Priority B,Appropriately-covered,26,Dominic Kakar
1655,Diya Mitra,Ahmedabad,Cardiologist,Competitor_Loyal,53,2.83,-5.761428571428572,Priority D,Appropriately-covered,115,Amara Dutta
1656,Megha Atwal,Delhi,GP,Switcher,59,1.83,1.1829999999999998,Priority D,Appropriately-covered,11,Lajita Chatterjee
1657,Gagan Kale,Ahmedabad,GP,Competitor_Loyal,60,2.67,-4.821428571428571,Priority B,Appropriately-covered,114,Gaurangi Sabharwal
1658,Amara Dyal,Kolkata,Diabetologist,Competitor_Loyal,63,1.89,4.329999999999999,Priority B,Appropriately-covered,74,Tanay Rattan
1659,Banjeet Singhal,Pune,Cardiologist,Competitor_Loyal,69,3.0,-13.611249999999998,Priority B,Appropriately-covered,106,Faqid Dixit
1660,Zinal Yohannan,Delhi,Cardiologist,Competitor_Loyal,68,2.28,1.635833333333333,Priority B,Appropriately-covered,2,Udant Dewan
1661,Nimrat Shankar,Hyderabad,GP,Brand_Loyal,83,3.78,0.6088888888888889,Priority B,Appropriately-covered,56,Ekavir Bhargava
1662,Christopher Varma,Ahmedabad,Diabetologist,Brand_Loyal,34,1.83,9.502857142857142,Priority D,Appropriately-covered,112,Warjas Gaba
1663,Dhriti Sandhu,Hyderabad,Diabetologist,Brand_Loyal,78,3.72,4.847777777777777,Priority B,Appropriately-covered,62,Girindra Chatterjee
1664,Yashasvi Shankar,Bangalore,Cardiologist,Competitor_Loyal,67,1.56,5.607272727272727,Priority B,Appropriately-covered,39,Aarush Lall
1665,Aadhya Prasad,Delhi,GP,Switcher,86,2.39,6.284166666666668,Priority B,Appropriately-covered,1,Aryan Maharaj
1666,Oviya Tata,Kolkata,Cardiologist,Switcher,47,1.67,-1.933636363636364,Priority D,Appropriately-covered,77,Bhavika Sampath
1667,Damyanti Menon,Chennai,Diabetologist,Competitor_Loyal,81,2.56,3.826,Priority B,Appropriately-covered,48,Kabir Soman
1668,Sanaya Panchal,Pune,GP,Switcher,53,3.56,-0.2637499999999999,Priority D,Appropriately-covered,109,Janya Baral
1669,Warjas Nadkarni,Chennai,Cardiologist,Switcher,56,1.89,-10.123,Priority D,Appropriately-covered,45,Wriddhish Bhardwaj
1670,Chakradev Nath,Mumbai,Diabetologist,Switcher,32,0.94,-2.702,Priority D,Appropriately-covered,91,Tara Chaudhry
1671,Benjamin Nadig,Ahmedabad,Diabetologist,Switcher,85,4.39,4.659999999999999,Priority B,Appropriately-covered,113,Nitara Bakshi
1672,Avni Bali,Bangalore,GP,Competitor_Loyal,61,2.22,3.3227272727272736,Priority B,Appropriately-covered,37,Harini Choudhury
1673,Kamya Chauhan,Lucknow,Cardiologist,Brand_Loyal,49,4.06,4.1975,Priority D,Appropriately-covered,13,Tripti Yadav
1674,Balendra Modi,Mumbai,GP,Switcher,66,1.56,8.06090909090909,Priority B,Appropriately-covered,89,Karan Mital
1675,Hritik Palla,Delhi,GP,Brand_Loyal,53,1.61,-1.7908333333333328,Priority D,Appropriately-covered,11,Lajita Chatterjee
1676,Samuel Palla,Mumbai,Diabetologist,Competitor_Loyal,53,1.83,18.43166666666667,Priority C,Appropriately-covered,92,Tanay Toor
1677,Janya Rattan,Kolkata,Cardiologist,Brand_Loyal,94,2.67,9.843,Priority B,Appropriately-covered,71,Chandresh Zachariah
1678,Amaira Wadhwa,Mumbai,GP,Brand_Loyal,64,1.78,-0.9458333333333334,Priority B,Appropriately-covered,96,Abhiram Mistry
1679,Ishaan Shenoy,Delhi,Diabetologist,Competitor_Loyal,49,1.39,-9.4425,Priority D,Appropriately-covered,8,Nathaniel Sami
1680,Chandani Soman,Bangalore,Diabetologist,Competitor_Loyal,61,1.56,13.761,Priority B,Appropriately-covered,41,Yashica Issac
1681,Gavin Ahluwalia,Bangalore,Cardiologist,Switcher,56,1.28,-10.013333333333334,Priority D,Appropriately-covered,36,Advay Contractor
1682,Fitan Narang,Indore,Diabetologist,Switcher,54,6.5,-1.9575,Priority D,Appropriately-covered,120,Mohini Narasimhan
1683,Utkarsh Sule,Ahmedabad,Diabetologist,Switcher,48,3.06,7.164285714285713,Priority D,Appropriately-covered,113,Nitara Bakshi
1684,Ijaya Dani,Bangalore,Diabetologist,Brand_Loyal,72,2.06,-0.1559999999999995,Priority B,Appropriately-covered,35,Upadhriti Wadhwa
1685,Urishilla Bath,Pune,GP,Competitor_Loyal,63,2.89,2.1649999999999996,Priority B,Appropriately-covered,105,Prisha Andra
1686,Finn Solanki,Hyderabad,GP,Switcher,51,2.11,7.213333333333334,Priority D,Appropriately-covered,55,Victor Kannan
1687,Chameli Mani,Bangalore,GP,Switcher,39,1.67,7.547272727272728,Priority D,Appropriately-covered,34,Devansh Rajan
1688,Gaurika Setty,Pune,Diabetologist,Switcher,46,2.44,-6.601249999999999,Priority D,Appropriately-covered,106,Faqid Dixit
1689,Megha Balasubramanian,Kolkata,Cardiologist,Competitor_Loyal,49,2.39,-5.114545454545454,Priority D,Appropriately-covered,74,Tanay Rattan
1690,Bhavna Sarma,Delhi,Cardiologist,Switcher,50,1.44,11.13818181818182,Priority D,Appropriately-covered,5,Viraj Tiwari
1691,Damyanti Dass,Ahmedabad,Diabetologist,Brand_Loyal,62,3.06,5.441428571428572,Priority B,Appropriately-covered,112,Warjas Gaba
1692,Omisha Gola,Ahmedabad,GP,Brand_Loyal,49,2.39,3.0342857142857143,Priority D,Appropriately-covered,110,Shivansh Krish
1693,Jeevika Rao,Jaipur,GP,Switcher,47,4.89,7.971428571428571,Priority D,Over-covered,23,Anamika Kanda
1694,Leela Sunder,Hyderabad,GP,Switcher,66,2.56,9.494444444444444,Priority B,Appropriately-covered,55,Victor Kannan
1695,Vincent Venkatesh,Ahmedabad,GP,Switcher,49,2.22,-2.415714285714285,Priority D,Appropriately-covered,111,Irya Ray
1696,Forum Sarraf,Bangalore,Cardiologist,Brand_Loyal,72,2.61,-5.309090909090909,Priority B,Appropriately-covered,35,Upadhriti Wadhwa
1697,Rajeshri Rana,Patna,Diabetologist,Switcher,52,3.28,7.2025,Priority D,Appropriately-covered,84,Wahab Raval
1698,Meera Prakash,Bangalore,Diabetologist,Competitor_Loyal,64,2.17,3.907272727272728,Priority B,Appropriately-covered,37,Harini Choudhury
1699,Zayan Buch,Patna,GP,Switcher,27,2.44,-9.04,Priority D,Appropriately-covered,83,Quincy Biswas
1700,Bhavna Dugar,Delhi,Cardiologist,Switcher,67,1.67,1.9318181818181817,Priority B,Appropriately-covered,4,Ayushman Chander
1701,Tejas Wali,Kolkata,GP,Competitor_Loyal,92,2.56,6.1054545454545455,Priority B,Appropriately-covered,72,Girik Khalsa
1702,Siddharth Doctor,Kolkata,GP,Competitor_Loyal,51,2.67,21.676363636363636,Priority C,Appropriately-covered,76,Madhavi Lanka
1703,Anvi Wason,Bangalore,Diabetologist,Competitor_Loyal,71,2.22,7.11,Priority B,Appropriately-covered,41,Yashica Issac
1704,Raghav Vasa,Delhi,Diabetologist,Switcher,64,2.11,5.923333333333335,Priority B,Appropriately-covered,1,Aryan Maharaj
1705,Nakul Sastry,Chennai,Diabetologist,Switcher,55,2.11,-15.644,Priority D,Appropriately-covered,54,Devansh Nigam
1706,Vyanjana Som,Mumbai,GP,Competitor_Loyal,47,0.89,-23.065454545454543,Priority D,Appropriately-covered,101,Zayan Behl
1707,Tanish Kant,Hyderabad,GP,Switcher,65,2.72,7.681111111111111,Priority B,Appropriately-covered,62,Girindra Chatterjee
1708,Balveer More,Delhi,GP,Brand_Loyal,73,1.89,-1.9054545454545453,Priority B,Appropriately-covered,3,Gagan Sami
1709,Ishwar Aurora,Mumbai,Cardiologist,Switcher,54,1.72,-0.0466666666666668,Priority D,Appropriately-covered,90,Diya Bora
1710,Parth Swaminathan,Chennai,Cardiologist,Switcher,50,2.22,25.479,Priority C,Appropriately-covered,45,Wriddhish Bhardwaj
1711,Bhanumati Sur,Lucknow,Cardiologist,Brand_Loyal,46,4.39,2.17,Priority D,Over-covered,13,Tripti Yadav
1712,Onveer Sharma,Lucknow,GP,Competitor_Loyal,49,4.22,-0.3199999999999998,Priority D,Appropriately-covered,20,Isha Kadakia
1713,Pranav Ram,Pune,Cardiologist,Competitor_Loyal,54,2.78,-7.0975,Priority D,Appropriately-covered,107,Kala Divan
1714,Shivani Prabhakar,Jaipur,GP,Switcher,67,5.11,5.145714285714286,Priority B,Appropriately-covered,22,Nihal Shere
1715,Pavani Contractor,Delhi,Cardiologist,Brand_Loyal,85,2.44,0.1691666666666661,Priority B,Appropriately-covered,3,Gagan Sami
1716,Sanaya Dutta,Kolkata,Diabetologist,Switcher,59,2.22,0.9672727272727272,Priority D,Appropriately-covered,71,Chandresh Zachariah
1717,Yachana Mahajan,Delhi,Cardiologist,Switcher,44,1.56,2.7659999999999996,Priority D,Appropriately-covered,10,Gayathri Chaudry
1718,George Ratta,Mumbai,Diabetologist,Switcher,64,2.11,4.771538461538461,Priority B,Appropriately-covered,94,Yash Pingle
1719,Bishakha Lal,Chennai,Cardiologist,Competitor_Loyal,82,2.78,7.037999999999999,Priority B,Appropriately-covered,49,Alka Wable
1720,Anvi Nair,Delhi,Cardiologist,Switcher,45,2.28,5.841818181818181,Priority D,Appropriately-covered,3,Gagan Sami
1721,Ekavir Modi,Mumbai,GP,Switcher,64,2.06,-4.280909090909091,Priority B,Appropriately-covered,95,Nakul Sarma
1722,Widisha Dixit,Pune,GP,Switcher,39,1.94,2.576249999999999,Priority D,Appropriately-covered,105,Prisha Andra
1723,Aryan Ratti,Ahmedabad,Cardiologist,Switcher,47,2.28,2.0333333333333328,Priority D,Appropriately-covered,110,Shivansh Krish
1724,Jonathan Tiwari,Mumbai,Cardiologist,Switcher,75,1.83,5.608461538461539,Priority B,Under-covered,95,Nakul Sarma
1725,Tanvi Modi,Ahmedabad,GP,Switcher,46,2.22,9.904285714285717,Priority D,Appropriately-covered,113,Nitara Bakshi
1726,Yoshita Trivedi,Kolkata,GP,Switcher,66,1.67,9.282,Priority B,Appropriately-covered,71,Chandresh Zachariah
1727,Hema Keer,Mumbai,GP,Brand_Loyal,55,2.06,9.222307692307693,Priority D,Appropriately-covered,92,Tanay Toor
1728,Mitesh Mandal,Mumbai,Cardiologist,Competitor_Loyal,68,1.39,15.70909090909091,Priority A,Appropriately-covered,91,Tara Chaudhry
1729,Mugdha Sarraf,Jaipur,Diabetologist,Competitor_Loyal,65,5.17,1.552857142857143,Priority B,Appropriately-covered,21,Ekbal Garg
1730,Ekaraj Zachariah,Pune,Diabetologist,Brand_Loyal,84,3.0,3.58875,Priority B,Appropriately-covered,102,Pallavi Malhotra
1731,Rudra Rattan,Chennai,GP,Competitor_Loyal,77,2.06,4.811,Priority B,Appropriately-covered,45,Wriddhish Bhardwaj
1732,Irya Dayal,Mumbai,Cardiologist,Switcher,43,1.33,14.079,Priority D,Appropriately-covered,98,Hredhaan Dugal
1733,Hardik Suri,Delhi,Cardiologist,Switcher,79,1.5,-5.328749999999999,Priority B,Under-covered,7,Saumya Mall
1734,Sai Parsa,Bangalore,Diabetologist,Competitor_Loyal,52,2.28,-2.1130000000000004,Priority D,Appropriately-covered,41,Yashica Issac
1735,Yashodhara Ratta,Delhi,Diabetologist,Switcher,38,1.94,25.655833333333337,Priority C,Appropriately-covered,4,Ayushman Chander
1736,Shravya Savant,Delhi,Cardiologist,Competitor_Loyal,65,2.39,4.309166666666666,Priority B,Appropriately-covered,5,Viraj Tiwari
1737,Tanish Jha,Bangalore,Cardiologist,Brand_Loyal,67,2.06,-0.057,Priority B,Appropriately-covered,34,Devansh Rajan
1738,Nihal Samra,Ahmedabad,Diabetologist,Switcher,60,3.17,-8.824285714285713,Priority B,Appropriately-covered,111,Irya Ray
1739,Mason Divan,Hyderabad,Diabetologist,Switcher,33,2.11,4.713333333333332,Priority D,Appropriately-covered,62,Girindra Chatterjee
1740,Aarna Patla,Mumbai,Diabetologist,Switcher,52,1.44,22.799999999999997,Priority C,Appropriately-covered,90,Diya Bora
1741,Yash Garg,Mumbai,Diabetologist,Competitor_Loyal,75,2.61,3.5676923076923073,Priority B,Appropriately-covered,90,Diya Bora
1742,Vyanjana Chopra,Pune,Cardiologist,Switcher,7,1.0,55.14857142857143,Priority C,Appropriately-covered,102,Pallavi Malhotra
1743,Ishani Dube,Bhubaneswar,GP,Switcher,44,6.28,4.305,Priority D,Over-covered,87,Advika Jayaraman
1744,Hamsini Bhasin,Bhubaneswar,Diabetologist,Switcher,33,6.11,5.6525,Priority D,Over-covered,88,William Lanka
1745,Kashvi Gour,Mumbai,Diabetologist,Switcher,64,1.39,0.3590000000000003,Priority B,Appropriately-covered,92,Tanay Toor
1746,Vasatika Dada,Kolkata,Diabetologist,Switcher,51,2.22,2.680909090909091,Priority D,Appropriately-covered,79,Teerth Bhardwaj
1747,Patrick Dutta,Pune,GP,Competitor_Loyal,7,0.83,-8.333333333333334,Priority D,Appropriately-covered,102,Pallavi Malhotra
1748,Hemani Rastogi,Chandigarh,GP,Switcher,16,12.11,-2.5016666666666665,Priority D,Over-covered,28,Tara Dhar
1749,Samuel Devi,Mumbai,GP,Competitor_Loyal,88,2.0,1.3530769230769235,Priority B,Appropriately-covered,99,Baghyawati Kade
1750,Arya Lalla,Kolkata,GP,Competitor_Loyal,44,2.17,55.8,Priority C,Appropriately-covered,73,Niharika Sunder
1751,Mitesh Tandon,Mumbai,GP,Competitor_Loyal,51,1.39,11.957777777777777,Priority D,Appropriately-covered,94,Yash Pingle
1752,Janaki Chhabra,Kolkata,Cardiologist,Competitor_Loyal,47,2.0,-1.680909090909091,Priority D,Appropriately-covered,72,Girik Khalsa
1753,Hemani Sethi,Ahmedabad,GP,Brand_Loyal,84,3.78,-0.0885714285714287,Priority B,Appropriately-covered,115,Amara Dutta
1754,Ridhi Dalal,Mumbai,GP,Switcher,65,1.89,0.7646153846153846,Priority B,Appropriately-covered,97,Krish Lalla
1755,Vasatika Buch,Mumbai,GP,Brand_Loyal,74,2.39,2.4438461538461533,Priority B,Appropriately-covered,97,Krish Lalla
1756,Sathvik Solanki,Bhubaneswar,GP,Switcher,48,7.33,4.745,Priority D,Appropriately-covered,86,Oni Virk
1757,Eiravati Manne,Bangalore,Cardiologist,Switcher,61,1.94,-2.441,Priority B,Appropriately-covered,38,Radhika Dugar
1758,Nitesh Majumdar,Ahmedabad,GP,Brand_Loyal,78,3.5,-2.6342857142857143,Priority B,Appropriately-covered,112,Warjas Gaba
1759,Pooja Kulkarni,Kolkata,Cardiologist,Competitor_Loyal,39,2.22,20.55545454545455,Priority C,Appropriately-covered,73,Niharika Sunder
1760,Amol Bansal,Pune,Cardiologist,Switcher,28,2.39,0.7462499999999999,Priority D,Appropriately-covered,105,Prisha Andra
1761,Upasna Setty,Mumbai,GP,Switcher,27,0.94,48.61545454545455,Priority C,Appropriately-covered,91,Tara Chaudhry
1762,Balveer Kota,Lucknow,GP,Brand_Loyal,65,5.56,-4.72375,Priority B,Appropriately-covered,13,Tripti Yadav
1763,Lipika Chad,Bangalore,Cardiologist,Switcher,55,1.06,21.081111111111113,Priority C,Appropriately-covered,34,Devansh Rajan
1764,Timothy Bobal,Mumbai,Diabetologist,Brand_Loyal,51,1.78,3.9525,Priority D,Appropriately-covered,91,Tara Chaudhry
1765,Kalpit Deshmukh,Mumbai,Cardiologist,Brand_Loyal,64,1.89,11.696153846153846,Priority B,Appropriately-covered,101,Zayan Behl
1766,Yasti Rama,Chennai,GP,Brand_Loyal,64,2.06,-1.09,Priority B,Appropriately-covered,49,Alka Wable
1767,Chandran Warrior,Patna,Diabetologist,Switcher,69,4.33,0.415,Priority B,Appropriately-covered,83,Quincy Biswas
1768,Ijaya Palan,Kolkata,GP,Switcher,66,2.11,7.804545454545454,Priority B,Appropriately-covered,70,Faqid Savant
1769,Tanmayi Bedi,Hyderabad,Cardiologist,Brand_Loyal,64,2.67,1.5900000000000003,Priority B,Appropriately-covered,55,Victor Kannan
1770,Lopa Zachariah,Bangalore,Cardiologist,Switcher,87,2.28,6.409999999999999,Priority B,Appropriately-covered,39,Aarush Lall
1771,Eta Balan,Bangalore,Cardiologist,Switcher,61,1.94,26.947999999999997,Priority A,Appropriately-covered,36,Advay Contractor
1772,Kamya Murty,Kolkata,Diabetologist,Brand_Loyal,92,2.72,3.58,Priority B,Appropriately-covered,71,Chandresh Zachariah
1773,Zehaan Srivastava,Bhubaneswar,Diabetologist,Competitor_Loyal,56,8.56,8.2125,Priority D,Appropriately-covered,88,William Lanka
1774,Nakul Tata,Bhubaneswar,Cardiologist,Brand_Loyal,68,7.33,-0.75,Priority B,Appropriately-covered,88,William Lanka
1775,Veer Subramaniam,Kolkata,Diabetologist,Brand_Loyal,77,2.78,3.0436363636363626,Priority B,Appropriately-covered,75,Nitesh Raghavan
1776,Varsha Pall,Ahmedabad,Diabetologist,Competitor_Loyal,48,2.56,40.17428571428571,Priority C,Appropriately-covered,111,Irya Ray
1777,Zinal Amble,Kolkata,Diabetologist,Competitor_Loyal,56,2.78,25.773636363636363,Priority C,Appropriately-covered,78,Mohammed Gupta
1778,Samar Virk,Mumbai,Diabetologist,Competitor_Loyal,59,2.06,2.4130769230769236,Priority D,Appropriately-covered,99,Baghyawati Kade
1779,Kashvi Gulati,Patna,GP,Switcher,37,2.83,-2.3625000000000007,Priority D,Appropriately-covered,82,Dakshesh Trivedi
1780,Atharv Loke,Mumbai,GP,Competitor_Loyal,67,1.89,0.36,Priority B,Appropriately-covered,89,Karan Mital
1781,Ubika Nanda,Mumbai,Diabetologist,Brand_Loyal,86,2.39,1.0353846153846151,Priority B,Appropriately-covered,90,Diya Bora
1782,Nachiket Chad,Patna,Diabetologist,Switcher,61,3.56,9.5675,Priority B,Appropriately-covered,82,Dakshesh Trivedi
1783,Udarsh Bala,Ahmedabad,Cardiologist,Switcher,64,2.83,10.849999999999998,Priority B,Appropriately-covered,113,Nitara Bakshi
1784,Liam Dada,Ahmedabad,GP,Switcher,80,3.5,-8.365714285714287,Priority B,Appropriately-covered,115,Amara Dutta
1785,Gaurangi Hora,Mumbai,Diabetologist,Switcher,51,1.89,4.564615384615385,Priority D,Appropriately-covered,99,Baghyawati Kade
1786,Qasim Prabhakar,Pune,Cardiologist,Competitor_Loyal,62,3.39,26.42125,Priority A,Appropriately-covered,107,Kala Divan
1787,Jack Setty,Chennai,Diabetologist,Competitor_Loyal,71,2.0,8.086666666666666,Priority B,Appropriately-covered,48,Kabir Soman
1788,Atharv Chakraborty,Bangalore,Cardiologist,Switcher,59,1.94,-5.41,Priority D,Appropriately-covered,44,Isaac Patil
1789,Odika Bhagat,Hyderabad,Diabetologist,Switcher,58,3.0,-0.2188888888888887,Priority D,Appropriately-covered,56,Ekavir Bhargava
1790,Pavani Wali,Pune,Cardiologist,Switcher,39,2.5,16.85875,Priority C,Appropriately-covered,106,Faqid Dixit
1791,Anya Gulati,Bangalore,GP,Brand_Loyal,55,1.17,5.119999999999999,Priority D,Appropriately-covered,37,Harini Choudhury
1792,Ubika Tella,Bangalore,Cardiologist,Brand_Loyal,81,2.06,-2.4209999999999994,Priority B,Appropriately-covered,42,Kashvi Edwin
1793,Farhan Sengupta,Bangalore,GP,Switcher,49,1.61,27.851999999999997,Priority C,Appropriately-covered,43,Ekiya Suresh
1794,Lila Nagy,Kochi,Diabetologist,Switcher,41,5.83,2.35,Priority D,Over-covered,65,Darsh Rau
1795,Charles Dyal,Kolkata,Diabetologist,Competitor_Loyal,52,1.89,7.707272727272727,Priority D,Appropriately-covered,74,Tanay Rattan
1796,Ladli Ramakrishnan,Pune,Cardiologist,Competitor_Loyal,75,3.56,2.10125,Priority B,Appropriately-covered,105,Prisha Andra
1797,Bina Bhavsar,Kolkata,Diabetologist,Switcher,69,2.17,-2.7209090909090916,Priority B,Appropriately-covered,71,Chandresh Zachariah
1798,Warinder Bhatia,Bangalore,Cardiologist,Switcher,56,2.06,-2.6,Priority D,Appropriately-covered,35,Upadhriti Wadhwa
1799,Balveer Mannan,Hyderabad,GP,Competitor_Loyal,67,2.39,21.44666666666667,Priority A,Appropriately-covered,58,Ekavir Varkey
1800,Dalbir Shere,Bangalore,Diabetologist,Brand_Loyal,67,2.5,0.7118181818181817,Priority B,Appropriately-covered,37,Harini Choudhury
1801,Varsha Shere,Kolkata,GP,Switcher,62,2.44,1.2418181818181817,Priority B,Appropriately-covered,72,Girik Khalsa
1802,Meera Nadkarni,Mumbai,Diabetologist,Brand_Loyal,78,2.33,4.667692307692308,Priority B,Appropriately-covered,98,Hredhaan Dugal
1803,Kalpit Sundaram,Chennai,Cardiologist,Switcher,55,1.94,10.51,Priority D,Appropriately-covered,45,Wriddhish Bhardwaj
1804,Chaman Sandhu,Ahmedabad,Cardiologist,Competitor_Loyal,42,2.28,11.434285714285712,Priority D,Appropriately-covered,110,Shivansh Krish
1805,Azad Jaggi,Mumbai,Diabetologist,Switcher,41,1.39,2.0159999999999996,Priority D,Appropriately-covered,92,Tanay Toor
1806,Dipta Ghose,Bangalore,GP,Competitor_Loyal,64,2.0,10.35888888888889,Priority B,Appropriately-covered,44,Isaac Patil
1807,Aarush Varma,Pune,Diabetologist,Competitor_Loyal,12,1.0,9.723333333333334,Priority D,Appropriately-covered,109,Janya Baral
1808,Reyansh Mutti,Delhi,Cardiologist,Competitor_Loyal,58,1.61,-8.856363636363637,Priority D,Appropriately-covered,3,Gagan Sami
1809,Gaurang Dayal,Hyderabad,Cardiologist,Switcher,52,2.17,-0.0877777777777776,Priority D,Appropriately-covered,55,Victor Kannan
1810,Yahvi Mann,Bangalore,Diabetologist,Competitor_Loyal,78,2.11,1.8827272727272728,Priority B,Appropriately-covered,35,Upadhriti Wadhwa
1811,Neel Chaudhry,Kolkata,Cardiologist,Competitor_Loyal,97,3.5,-0.1618181818181816,Priority B,Appropriately-covered,72,Girik Khalsa
1812,Jyoti Sha,Chennai,Cardiologist,Competitor_Loyal,77,2.39,-4.648999999999999,Priority B,Appropriately-covered,46,Farhan Chada
1813,Rachit Maharaj,Chennai,GP,Competitor_Loyal,55,2.0,64.95599999999999,Priority C,Appropriately-covered,52,Raksha Varughese
1814,Darika Mital,Mumbai,Diabetologist,Competitor_Loyal,69,2.61,-5.302499999999999,Priority B,Appropriately-covered,97,Krish Lalla
1815,Hemal Chad,Mumbai,GP,Switcher,67,1.83,-3.937272727272727,Priority B,Appropriately-covered,100,Samar Lalla
1816,Isaiah Sachdev,Mumbai,Diabetologist,Competitor_Loyal,59,2.11,17.715833333333332,Priority C,Appropriately-covered,90,Diya Bora
1817,Meghana Chaudhuri,Chennai,GP,Brand_Loyal,74,3.67,0.406,Priority B,Appropriately-covered,49,Alka Wable
1818,Chandran Chopra,Mumbai,Cardiologist,Brand_Loyal,62,1.67,15.065454545454545,Priority A,Appropriately-covered,93,Kevin Palla
1819,Keya Kumer,Hyderabad,GP,Brand_Loyal,59,1.94,-0.77875,Priority D,Appropriately-covered,61,Urvashi Ray
1820,Mekhala Pau,Delhi,Cardiologist,Brand_Loyal,29,1.5,23.33363636363637,Priority C,Appropriately-covered,1,Aryan Maharaj
1821,Sachi Panchal,Jaipur,GP,Competitor_Loyal,57,5.5,1.6285714285714288,Priority D,Appropriately-covered,23,Anamika Kanda
1822,Yash Chadha,Chennai,Cardiologist,Switcher,56,1.78,1.3530000000000002,Priority D,Appropriately-covered,48,Kabir Soman
1823,Jagrati Srinivasan,Chennai,GP,Brand_Loyal,43,2.17,6.447,Priority D,Appropriately-covered,48,Kabir Soman
1824,Bakhshi Date,Jaipur,GP,Brand_Loyal,48,4.56,-2.65,Priority D,Appropriately-covered,25,Diya Rattan
1825,Chandani Devan,Chennai,Cardiologist,Competitor_Loyal,41,2.06,14.648,Priority D,Appropriately-covered,49,Alka Wable
1826,Yoshita Hari,Ahmedabad,Diabetologist,Brand_Loyal,72,3.22,1.0242857142857142,Priority B,Appropriately-covered,112,Warjas Gaba
1827,Kevin Chopra,Kolkata,Diabetologist,Switcher,45,1.61,12.894444444444444,Priority D,Appropriately-covered,72,Girik Khalsa
1828,Leela Thakur,Hyderabad,GP,Competitor_Loyal,51,2.94,5.555555555555555,Priority D,Appropriately-covered,58,Ekavir Varkey
