hcp_id,hcp_name,city_id,specialty,loyalty_tier,potential_score,potential_tier,avg_rx_lift_pct,responsiveness,priority_bucket
1513,Gavin Comar,12,GP,Switcher,48,Low,43.84583333333333,Responsive,Priority C
1514,Benjamin Sengupta,2,Diabetologist,Switcher,52,Low,1.9112500000000001,Non-responsive,Priority D
1515,Nikita Chander,1,Cardiologist,Switcher,82,High,6.863333333333333,Non-responsive,Priority B
1516,Aditya Contractor,9,Cardiologist,Competitor_Loyal,83,High,2.208181818181819,Non-responsive,Priority B
1517,Lipika Singh,9,GP,Switcher,75,High,-1.813636363636364,Non-responsive,Priority B
1518,Dalbir Sachar,5,Diabetologist,Switcher,66,High,16.14818181818182,Responsive,Priority A
1519,Lopa Nayar,1,Cardiologist,Switcher,86,High,2.02,Non-responsive,Priority B
1520,Krishna Ramaswamy,12,Diabetologist,Competitor_Loyal,42,Low,21.003636363636364,Responsive,Priority C
1521,Harsh Kota,6,GP,Competitor_Loyal,55,Low,21.134,Responsive,Priority C
1522,Meera Borde,6,GP,Competitor_Loyal,67,High,-1.186,Non-responsive,Priority B
1523,Nitara Guha,10,GP,Switcher,63,High,7.365,Non-responsive,Priority B
1524,Shaurya Mannan,9,Cardiologist,Competitor_Loyal,74,High,2.8545454545454545,Non-responsive,Priority B
1525,Anay Ramachandran,9,Cardiologist,Brand_Loyal,41,Low,2.6489999999999996,Non-responsive,Priority D
1526,Maya Mistry,5,Diabetologist,Switcher,45,Low,45.45333333333334,Responsive,Priority C
1527,Dalbir Krish,7,Diabetologist,Switcher,37,Low,-4.8125,Non-responsive,Priority D
1528,Anya Sama,5,Diabetologist,Competitor_Loyal,65,High,-16.433636363636364,Non-responsive,Priority B
1529,Leela Bali,3,Diabetologist,Switcher,56,Low,1.9942857142857142,Non-responsive,Priority D
1530,Wakeeta Desai,5,Diabetologist,Competitor_Loyal,35,Low,-0.36500000000000055,Non-responsive,Priority D
1531,Lila Rege,2,Cardiologist,Competitor_Loyal,33,Low,1.0200000000000005,Non-responsive,Priority D
1532,Yasti Solanki,1,GP,Switcher,66,High,10.723636363636363,Non-responsive,Priority B
1533,Frederick D’Alia,5,GP,Competitor_Loyal,46,Low,17.072,Responsive,Priority C
1534,Aradhana Verma,1,GP,Competitor_Loyal,72,High,16.817272727272726,Responsive,Priority A
1535,Oliver Chakrabarti,6,Diabetologist,Competitor_Loyal,45,Low,7.511,Non-responsive,Priority D
1536,Lohit Suresh,13,Diabetologist,Switcher,42,Low,7.005,Non-responsive,Priority D
1537,Hemang Jha,6,Cardiologist,Switcher,61,High,7.3549999999999995,Non-responsive,Priority B
1538,Bhanumati Saha,13,Diabetologist,Competitor_Loyal,56,Low,-11.44375,Non-responsive,Priority D
1539,Tanish Mangal,3,Diabetologist,Switcher,65,High,-1.9271428571428575,Non-responsive,Priority B
1540,Nimrat Zachariah,7,Cardiologist,Switcher,42,Low,16.65,Responsive,Priority C
1541,Gavin Uppal,5,Diabetologist,Switcher,62,High,0.47818181818181865,Non-responsive,Priority B
1542,Gavin Chandran,6,GP,Competitor_Loyal,55,Low,-0.7440000000000001,Non-responsive,Priority D
1543,Tristan Mall,14,GP,Switcher,50,Low,5.255714285714286,Non-responsive,Priority D
1544,Lakshit Garde,7,Diabetologist,Competitor_Loyal,47,Low,-0.7577777777777778,Non-responsive,Priority D
1545,Anirudh Tripathi,9,Diabetologist,Competitor_Loyal,71,High,18.527272727272727,Responsive,Priority A
1546,Manbir Bhatti,1,Cardiologist,Switcher,48,Low,3.705,Non-responsive,Priority D
1547,Chaitaly Suri,11,Cardiologist,Switcher,28,Low,1.935,Non-responsive,Priority D
1548,Yasti Mani,9,Diabetologist,Switcher,77,High,10.706,Non-responsive,Priority B
1549,Anay Bir,6,GP,Competitor_Loyal,61,High,5.66,Non-responsive,Priority B
1550,Aarini Edwin,13,Cardiologist,Brand_Loyal,56,Low,10.77125,Non-responsive,Priority D
1551,Vrinda Nadig,5,Diabetologist,Competitor_Loyal,40,Low,6.134,Non-responsive,Priority D
1552,Tanmayi Dhillon,1,Cardiologist,Brand_Loyal,61,High,-7.616666666666667,Non-responsive,Priority B
1553,Avni Swamy,7,Diabetologist,Competitor_Loyal,47,Low,20.545555555555556,Responsive,Priority C
1554,David Kapadia,6,GP,Competitor_Loyal,91,High,11.37,Non-responsive,Priority B
1555,Yadavi Palan,9,Diabetologist,Competitor_Loyal,59,Low,12.962727272727273,Non-responsive,Priority D
1556,Maanas Rao,5,GP,Switcher,76,High,2.5354545454545447,Non-responsive,Priority B
1557,Ijaya Muni,5,GP,Switcher,51,Low,29.424545454545456,Responsive,Priority C
1558,Gautami Doctor,12,Diabetologist,Competitor_Loyal,74,High,3.674166666666667,Non-responsive,Priority B
1559,Lakshmi Vohra,5,Cardiologist,Brand_Loyal,87,High,-4.61090909090909,Non-responsive,Priority B
1560,Yasti Bhalla,14,Diabetologist,Switcher,39,Low,-13.504285714285714,Non-responsive,Priority D
1561,Qushi Nagy,1,GP,Switcher,69,High,3.6075,Non-responsive,Priority B
1562,Neha Magar,1,Diabetologist,Competitor_Loyal,64,High,-3.148181818181819,Non-responsive,Priority B
1563,Sai Patil,10,Diabetologist,Competitor_Loyal,71,High,3.0025,Non-responsive,Priority B
1564,Ira Rana,9,Diabetologist,Switcher,63,High,7.879090909090909,Non-responsive,Priority B
1565,Arunima Pall,15,GP,Switcher,43,Low,-0.125,Non-responsive,Priority D
1566,Samuel Garde,7,Diabetologist,Competitor_Loyal,63,High,-1.46,Non-responsive,Priority B
1567,Libni Bawa,7,GP,Switcher,57,Low,5.525555555555556,Non-responsive,Priority D
1568,Dominic Mitra,15,Diabetologist,Switcher,67,High,0.25750000000000006,Non-responsive,Priority B
1569,Vasudha Chhabra,1,Cardiologist,Competitor_Loyal,78,High,9.026666666666667,Non-responsive,Priority B
1570,Balveer Dube,9,Diabetologist,Brand_Loyal,73,High,-4.275454545454545,Non-responsive,Priority B
1571,Vasatika Bhatt,7,GP,Competitor_Loyal,62,High,-3.4988888888888887,Non-responsive,Priority B
1572,Ayush Dani,14,Diabetologist,Switcher,57,Low,2.4528571428571433,Non-responsive,Priority D
1573,Nandini Sachdev,12,GP,Competitor_Loyal,43,Low,32.554,Responsive,Priority C
1574,Vinaya Babu,5,Cardiologist,Switcher,84,High,5.879090909090909,Non-responsive,Priority B
1575,Yash Wali,1,Diabetologist,Switcher,63,High,14.827272727272726,Non-responsive,Priority B
1576,Harshil Dhingra,2,Cardiologist,Competitor_Loyal,82,High,3.87125,Non-responsive,Priority B
1577,Anika Magar,5,Diabetologist,Competitor_Loyal,59,Low,11.417272727272728,Non-responsive,Priority D
1578,Ati Shroff,12,Cardiologist,Switcher,66,High,-10.026666666666666,Non-responsive,Priority B
1579,Akshay Choudhury,12,Cardiologist,Competitor_Loyal,57,Low,-4.2825,Non-responsive,Priority D
1580,Faras Sur,12,GP,Competitor_Loyal,72,High,19.312727272727273,Responsive,Priority A
1581,Urishilla Bedi,12,Diabetologist,Switcher,67,High,13.630833333333335,Non-responsive,Priority B
1582,Yutika Narang,5,Cardiologist,Switcher,77,High,0.07100000000000009,Non-responsive,Priority B
1583,Tanmayi Muni,15,Diabetologist,Switcher,71,High,2.1224999999999996,Non-responsive,Priority B
1584,Daniel Dutta,8,Cardiologist,Competitor_Loyal,34,Low,2.0150000000000006,Non-responsive,Priority D
1585,Charan Srinivasan,5,Diabetologist,Competitor_Loyal,71,High,-1.6909090909090911,Non-responsive,Priority B
1586,Harini Tripathi,1,Cardiologist,Switcher,59,Low,0.7427272727272729,Non-responsive,Priority D
1587,Mason Char,9,Diabetologist,Switcher,46,Low,9.69090909090909,Non-responsive,Priority D
1588,Jagrati Mody,9,GP,Switcher,66,High,11.790000000000001,Non-responsive,Priority B
1589,Daksha Mangat,1,Diabetologist,Competitor_Loyal,47,Low,-2.6536363636363633,Non-responsive,Priority D
1590,Nihal Hans,12,Cardiologist,Competitor_Loyal,80,High,7.2425,Non-responsive,Priority B
1591,Ayush De,8,Diabetologist,Competitor_Loyal,37,Low,-3.6650000000000005,Non-responsive,Priority D
1592,Akshay Wadhwa,15,Diabetologist,Competitor_Loyal,32,Low,-2.8424999999999994,Non-responsive,Priority D
1593,Nilima Gole,5,Diabetologist,Switcher,78,High,8.387272727272727,Non-responsive,Priority B
1594,Peter Sarna,12,Cardiologist,Competitor_Loyal,60,High,19.52846153846154,Responsive,Priority A
1595,Meghana Natarajan,5,GP,Brand_Loyal,62,High,-2.2622222222222224,Non-responsive,Priority B
1596,Gagan Nath,12,Cardiologist,Switcher,53,Low,5.5227272727272725,Non-responsive,Priority D
1597,Om Dutt,7,Diabetologist,Brand_Loyal,83,High,2.461111111111111,Non-responsive,Priority B
1598,Advay Bora,12,Diabetologist,Competitor_Loyal,47,Low,10.932727272727274,Non-responsive,Priority D
1599,Brinda Raju,12,Diabetologist,Switcher,29,Low,67.08,Responsive,Priority C
1600,Amruta Pradhan,7,GP,Brand_Loyal,26,Low,-0.7922222222222225,Non-responsive,Priority D
1601,Damini Garg,14,GP,Switcher,72,High,8.075714285714286,Non-responsive,Priority B
1602,Aadhya Mann,2,GP,Switcher,46,Low,-1.0762500000000004,Non-responsive,Priority D
1603,Advik Devan,6,Cardiologist,Competitor_Loyal,96,High,8.200999999999999,Non-responsive,Priority B
1604,Chakradhar Chauhan,12,GP,Switcher,39,Low,-15.584545454545456,Non-responsive,Priority D
1605,Jason Sha,1,Cardiologist,Brand_Loyal,65,High,5.696363636363636,Non-responsive,Priority B
1606,Warda Ratta,1,GP,Switcher,67,High,4.283333333333332,Non-responsive,Priority B
1607,William Suresh,13,Cardiologist,Switcher,53,Low,7.007499999999999,Non-responsive,Priority D
1608,Elijah Bhasin,4,Cardiologist,Brand_Loyal,74,High,4.851666666666667,Non-responsive,Priority B
1609,Mohammed Thakur,14,GP,Switcher,50,Low,2.2671428571428573,Non-responsive,Priority D
1610,Devika Tara,11,GP,Switcher,26,Low,-0.3725000000000005,Non-responsive,Priority D
1611,Tarak Kaul,1,Diabetologist,Switcher,38,Low,-4.2749999999999995,Non-responsive,Priority D
1612,Faras Mangal,1,GP,Competitor_Loyal,82,High,-11.785000000000002,Non-responsive,Priority B
1613,Chanakya Batra,6,GP,Brand_Loyal,72,High,3.151,Non-responsive,Priority B
1614,Laksh Sahota,7,Diabetologist,Switcher,45,Low,12.681111111111111,Non-responsive,Priority D
1615,Devika Naidu,11,Diabetologist,Switcher,52,Low,1.0724999999999998,Non-responsive,Priority D
1616,Falak Nagar,5,GP,Switcher,67,High,1.5272727272727271,Non-responsive,Priority B
1617,Jeevika Bandi,12,Diabetologist,Switcher,71,High,0.5753846153846157,Non-responsive,Priority B
1618,Ayush Chana,15,Diabetologist,Switcher,34,Low,0.2549999999999999,Non-responsive,Priority D
1619,Ijaya Soni,5,Diabetologist,Competitor_Loyal,64,High,6.06,Non-responsive,Priority B
1620,Kevin Parmer,13,Diabetologist,Switcher,31,Low,-0.2612500000000004,Non-responsive,Priority D
1621,Edhitha Patel,5,Diabetologist,Competitor_Loyal,84,High,10.807272727272727,Non-responsive,Priority B
1622,Vedhika Golla,12,Cardiologist,Switcher,71,High,0.8399999999999999,Non-responsive,Priority B
1623,Zansi Krishnamurthy,9,Cardiologist,Switcher,77,High,12.108181818181817,Non-responsive,Priority B
1624,Panini Chawla,9,GP,Brand_Loyal,50,Low,-3.6654545454545455,Non-responsive,Priority D
1625,Balveer Sundaram,11,Diabetologist,Competitor_Loyal,36,Low,3.7499999999999996,Non-responsive,Priority D
1626,Anusha Doshi,12,Cardiologist,Brand_Loyal,100,High,4.680769230769231,Non-responsive,Priority B
1627,Ekavir Mittal,12,Cardiologist,Brand_Loyal,59,Low,-1.2492307692307691,Non-responsive,Priority D
1628,Wishi Iyengar,9,Cardiologist,Switcher,49,Low,-6.706363636363636,Non-responsive,Priority D
1629,Maanav Kalita,13,Diabetologist,Brand_Loyal,57,Low,-2.9837499999999997,Non-responsive,Priority D
1630,Kamya Date,6,GP,Switcher,26,Low,0.5266666666666677,Non-responsive,Priority D
1631,Balendra Deshpande,12,GP,Switcher,73,High,0.6499999999999998,Non-responsive,Priority B
1632,Veda Pai,1,GP,Switcher,34,Low,27.427272727272726,Responsive,Priority C
1633,Neha Dhawan,7,GP,Competitor_Loyal,42,Low,13.145555555555555,Non-responsive,Priority D
1634,Wahab Chaudhry,9,GP,Competitor_Loyal,79,High,5.877272727272728,Non-responsive,Priority B
1635,Daksha Kibe,6,Diabetologist,Switcher,71,High,3.2409999999999997,Non-responsive,Priority B
1636,Jagvi Sahni,12,Cardiologist,Brand_Loyal,87,High,-16.048181818181817,Non-responsive,Priority B
1637,Yug Khosla,6,Cardiologist,Switcher,81,High,5.0969999999999995,Non-responsive,Priority B
1638,Advika Cheema,7,Cardiologist,Switcher,85,High,-3.6799999999999997,Non-responsive,Priority B
1639,Yashodhara Mahajan,1,Diabetologist,Switcher,39,Low,4.051,Non-responsive,Priority D
1640,Radha Kapadia,13,Cardiologist,Brand_Loyal,95,High,-1.2425,Non-responsive,Priority B
1641,Tara Yadav,13,Cardiologist,Brand_Loyal,67,High,0.48999999999999977,Non-responsive,Priority B
1642,Aditya Misra,5,Cardiologist,Switcher,76,High,0.8072727272727271,Non-responsive,Priority B
1643,Krishna Baria,9,Diabetologist,Competitor_Loyal,34,Low,42.54,Responsive,Priority C
1644,Krish Kumar,9,Cardiologist,Switcher,44,Low,12.19909090909091,Non-responsive,Priority D
1645,Sai Goda,12,GP,Competitor_Loyal,63,High,-3.8241666666666667,Non-responsive,Priority B
1646,Harshil Arora,1,GP,Competitor_Loyal,67,High,-3.8908333333333336,Non-responsive,Priority B
1647,Hemang Ganesan,12,Diabetologist,Competitor_Loyal,59,Low,11.564166666666667,Non-responsive,Priority D
1648,Praneel Sagar,12,Cardiologist,Switcher,67,High,11.646923076923077,Non-responsive,Priority B
1649,Barkha Rai,5,Cardiologist,Switcher,73,High,3.3099999999999996,Non-responsive,Priority B
1650,Raksha Gupta,13,Cardiologist,Switcher,34,Low,2.88125,Non-responsive,Priority D
1651,Yashasvi Dutta,9,GP,Switcher,60,High,-2.849000000000001,Non-responsive,Priority B
1652,Fiyaz Sangha,1,Diabetologist,Switcher,75,High,5.38,Non-responsive,Priority B
1653,Mitesh Tara,1,Cardiologist,Switcher,57,Low,-3.8272727272727276,Non-responsive,Priority D
1654,Arya Krish,3,Diabetologist,Brand_Loyal,61,High,3.7457142857142856,Non-responsive,Priority B
1655,Diya Mitra,14,Cardiologist,Competitor_Loyal,53,Low,-5.761428571428572,Non-responsive,Priority D
1656,Megha Atwal,1,GP,Switcher,59,Low,1.1829999999999998,Non-responsive,Priority D
1657,Gagan Kale,14,GP,Competitor_Loyal,60,High,-4.821428571428571,Non-responsive,Priority B
1658,Amara Dyal,9,Diabetologist,Competitor_Loyal,63,High,4.329999999999999,Non-responsive,Priority B
1659,Banjeet Singhal,13,Cardiologist,Competitor_Loyal,69,High,-13.611249999999998,Non-responsive,Priority B
1660,Zinal Yohannan,1,Cardiologist,Competitor_Loyal,68,High,1.635833333333333,Non-responsive,Priority B
1661,Nimrat Shankar,7,GP,Brand_Loyal,83,High,0.6088888888888889,Non-responsive,Priority B
1662,Christopher Varma,14,Diabetologist,Brand_Loyal,34,Low,9.502857142857142,Non-responsive,Priority D
1663,Dhriti Sandhu,7,Diabetologist,Brand_Loyal,78,High,4.847777777777777,Non-responsive,Priority B
1664,Yashasvi Shankar,5,Cardiologist,Competitor_Loyal,67,High,5.607272727272727,Non-responsive,Priority B
1665,Aadhya Prasad,1,GP,Switcher,86,High,6.284166666666668,Non-responsive,Priority B
1666,Oviya Tata,9,Cardiologist,Switcher,47,Low,-1.9336363636363638,Non-responsive,Priority D
1667,Damyanti Menon,6,Diabetologist,Competitor_Loyal,81,High,3.8259999999999996,Non-responsive,Priority B
1668,Sanaya Panchal,13,GP,Switcher,53,Low,-0.26374999999999993,Non-responsive,Priority D
1669,Warjas Nadkarni,6,Cardiologist,Switcher,56,Low,-10.123000000000001,Non-responsive,Priority D
1670,Chakradev Nath,12,Diabetologist,Switcher,32,Low,-2.702,Non-responsive,Priority D
1671,Benjamin Nadig,14,Diabetologist,Switcher,85,High,4.659999999999999,Non-responsive,Priority B
1672,Avni Bali,5,GP,Competitor_Loyal,61,High,3.3227272727272736,Non-responsive,Priority B
1673,Kamya Chauhan,2,Cardiologist,Brand_Loyal,49,Low,4.1975,Non-responsive,Priority D
1674,Balendra Modi,12,GP,Switcher,66,High,8.06090909090909,Non-responsive,Priority B
1675,Hritik Palla,1,GP,Brand_Loyal,53,Low,-1.7908333333333328,Non-responsive,Priority D
1676,Samuel Palla,12,Diabetologist,Competitor_Loyal,53,Low,18.43166666666667,Responsive,Priority C
1677,Janya Rattan,9,Cardiologist,Brand_Loyal,94,High,9.843,Non-responsive,Priority B
1678,Amaira Wadhwa,12,GP,Brand_Loyal,64,High,-0.9458333333333334,Non-responsive,Priority B
1679,Ishaan Shenoy,1,Diabetologist,Competitor_Loyal,49,Low,-9.4425,Non-responsive,Priority D
1680,Chandani Soman,5,Diabetologist,Competitor_Loyal,61,High,13.761000000000001,Non-responsive,Priority B
1681,Gavin Ahluwalia,5,Cardiologist,Switcher,56,Low,-10.013333333333334,Non-responsive,Priority D
1682,Fitan Narang,15,Diabetologist,Switcher,54,Low,-1.9575,Non-responsive,Priority D
1683,Utkarsh Sule,14,Diabetologist,Switcher,48,Low,7.164285714285713,Non-responsive,Priority D
1684,Ijaya Dani,5,Diabetologist,Brand_Loyal,72,High,-0.15599999999999953,Non-responsive,Priority B
1685,Urishilla Bath,13,GP,Competitor_Loyal,63,High,2.1649999999999996,Non-responsive,Priority B
1686,Finn Solanki,7,GP,Switcher,51,Low,7.213333333333334,Non-responsive,Priority D
1687,Chameli Mani,5,GP,Switcher,39,Low,7.547272727272728,Non-responsive,Priority D
1688,Gaurika Setty,13,Diabetologist,Switcher,46,Low,-6.601249999999999,Non-responsive,Priority D
1689,Megha Balasubramanian,9,Cardiologist,Competitor_Loyal,49,Low,-5.114545454545454,Non-responsive,Priority D
1690,Bhavna Sarma,1,Cardiologist,Switcher,50,Low,11.138181818181819,Non-responsive,Priority D
1691,Damyanti Dass,14,Diabetologist,Brand_Loyal,62,High,5.441428571428572,Non-responsive,Priority B
1692,Omisha Gola,14,GP,Brand_Loyal,49,Low,3.0342857142857143,Non-responsive,Priority D
1693,Jeevika Rao,3,GP,Switcher,47,Low,7.971428571428571,Non-responsive,Priority D
1694,Leela Sunder,7,GP,Switcher,66,High,9.494444444444445,Non-responsive,Priority B
1695,Vincent Venkatesh,14,GP,Switcher,49,Low,-2.415714285714285,Non-responsive,Priority D
1696,Forum Sarraf,5,Cardiologist,Brand_Loyal,72,High,-5.309090909090909,Non-responsive,Priority B
1697,Rajeshri Rana,10,Diabetologist,Switcher,52,Low,7.2025,Non-responsive,Priority D
1698,Meera Prakash,5,Diabetologist,Competitor_Loyal,64,High,3.9072727272727277,Non-responsive,Priority B
1699,Zayan Buch,10,GP,Switcher,27,Low,-9.040000000000001,Non-responsive,Priority D
1700,Bhavna Dugar,1,Cardiologist,Switcher,67,High,1.9318181818181814,Non-responsive,Priority B
1701,Tejas Wali,9,GP,Competitor_Loyal,92,High,6.1054545454545455,Non-responsive,Priority B
1702,Siddharth Doctor,9,GP,Competitor_Loyal,51,Low,21.676363636363636,Responsive,Priority C
1703,Anvi Wason,5,Diabetologist,Competitor_Loyal,71,High,7.11,Non-responsive,Priority B
1704,Raghav Vasa,1,Diabetologist,Switcher,64,High,5.923333333333335,Non-responsive,Priority B
1705,Nakul Sastry,6,Diabetologist,Switcher,55,Low,-15.644,Non-responsive,Priority D
1706,Vyanjana Som,12,GP,Competitor_Loyal,47,Low,-23.065454545454546,Non-responsive,Priority D
1707,Tanish Kant,7,GP,Switcher,65,High,7.681111111111111,Non-responsive,Priority B
1708,Balveer More,1,GP,Brand_Loyal,73,High,-1.9054545454545453,Non-responsive,Priority B
1709,Ishwar Aurora,12,Cardiologist,Switcher,54,Low,-0.046666666666666856,Non-responsive,Priority D
1710,Parth Swaminathan,6,Cardiologist,Switcher,50,Low,25.479,Responsive,Priority C
1711,Bhanumati Sur,2,Cardiologist,Brand_Loyal,46,Low,2.17,Non-responsive,Priority D
1712,Onveer Sharma,2,GP,Competitor_Loyal,49,Low,-0.31999999999999984,Non-responsive,Priority D
1713,Pranav Ram,13,Cardiologist,Competitor_Loyal,54,Low,-7.0975,Non-responsive,Priority D
1714,Shivani Prabhakar,3,GP,Switcher,67,High,5.145714285714286,Non-responsive,Priority B
1715,Pavani Contractor,1,Cardiologist,Brand_Loyal,85,High,0.16916666666666616,Non-responsive,Priority B
1716,Sanaya Dutta,9,Diabetologist,Switcher,59,Low,0.9672727272727273,Non-responsive,Priority D
1717,Yachana Mahajan,1,Cardiologist,Switcher,44,Low,2.7659999999999996,Non-responsive,Priority D
1718,George Ratta,12,Diabetologist,Switcher,64,High,4.771538461538461,Non-responsive,Priority B
1719,Bishakha Lal,6,Cardiologist,Competitor_Loyal,82,High,7.037999999999999,Non-responsive,Priority B
1720,Anvi Nair,1,Cardiologist,Switcher,45,Low,5.841818181818181,Non-responsive,Priority D
1721,Ekavir Modi,12,GP,Switcher,64,High,-4.280909090909091,Non-responsive,Priority B
1722,Widisha Dixit,13,GP,Switcher,39,Low,2.576249999999999,Non-responsive,Priority D
1723,Aryan Ratti,14,Cardiologist,Switcher,47,Low,2.0333333333333328,Non-responsive,Priority D
1724,Jonathan Tiwari,12,Cardiologist,Switcher,75,High,5.608461538461539,Non-responsive,Priority B
1725,Tanvi Modi,14,GP,Switcher,46,Low,9.904285714285717,Non-responsive,Priority D
1726,Yoshita Trivedi,9,GP,Switcher,66,High,9.282,Non-responsive,Priority B
1727,Hema Keer,12,GP,Brand_Loyal,55,Low,9.222307692307691,Non-responsive,Priority D
1728,Mitesh Mandal,12,Cardiologist,Competitor_Loyal,68,High,15.70909090909091,Responsive,Priority A
1729,Mugdha Sarraf,3,Diabetologist,Competitor_Loyal,65,High,1.552857142857143,Non-responsive,Priority B
1730,Ekaraj Zachariah,13,Diabetologist,Brand_Loyal,84,High,3.58875,Non-responsive,Priority B
1731,Rudra Rattan,6,GP,Competitor_Loyal,77,High,4.811,Non-responsive,Priority B
1732,Irya Dayal,12,Cardiologist,Switcher,43,Low,14.078999999999999,Non-responsive,Priority D
1733,Hardik Suri,1,Cardiologist,Switcher,79,High,-5.328749999999999,Non-responsive,Priority B
1734,Sai Parsa,5,Diabetologist,Competitor_Loyal,52,Low,-2.1130000000000004,Non-responsive,Priority D
1735,Yashodhara Ratta,1,Diabetologist,Switcher,38,Low,25.655833333333334,Responsive,Priority C
1736,Shravya Savant,1,Cardiologist,Competitor_Loyal,65,High,4.309166666666666,Non-responsive,Priority B
1737,Tanish Jha,5,Cardiologist,Brand_Loyal,67,High,-0.05700000000000003,Non-responsive,Priority B
1738,Nihal Samra,14,Diabetologist,Switcher,60,High,-8.824285714285713,Non-responsive,Priority B
1739,Mason Divan,7,Diabetologist,Switcher,33,Low,4.713333333333332,Non-responsive,Priority D
1740,Aarna Patla,12,Diabetologist,Switcher,52,Low,22.799999999999997,Responsive,Priority C
1741,Yash Garg,12,Diabetologist,Competitor_Loyal,75,High,3.5676923076923073,Non-responsive,Priority B
1742,Vyanjana Chopra,13,Cardiologist,Switcher,7,Low,55.14857142857143,Responsive,Priority C
1743,Ishani Dube,11,GP,Switcher,44,Low,4.305,Non-responsive,Priority D
1744,Hamsini Bhasin,11,Diabetologist,Switcher,33,Low,5.6525,Non-responsive,Priority D
1745,Kashvi Gour,12,Diabetologist,Switcher,64,High,0.3590000000000003,Non-responsive,Priority B
1746,Vasatika Dada,9,Diabetologist,Switcher,51,Low,2.680909090909091,Non-responsive,Priority D
1747,Patrick Dutta,13,GP,Competitor_Loyal,7,Low,-8.333333333333334,Non-responsive,Priority D
1748,Hemani Rastogi,4,GP,Switcher,16,Low,-2.5016666666666665,Non-responsive,Priority D
1749,Samuel Devi,12,GP,Competitor_Loyal,88,High,1.3530769230769235,Non-responsive,Priority B
1750,Arya Lalla,9,GP,Competitor_Loyal,44,Low,55.8,Responsive,Priority C
1751,Mitesh Tandon,12,GP,Competitor_Loyal,51,Low,11.957777777777777,Non-responsive,Priority D
1752,Janaki Chhabra,9,Cardiologist,Competitor_Loyal,47,Low,-1.6809090909090907,Non-responsive,Priority D
1753,Hemani Sethi,14,GP,Brand_Loyal,84,High,-0.08857142857142872,Non-responsive,Priority B
1754,Ridhi Dalal,12,GP,Switcher,65,High,0.7646153846153846,Non-responsive,Priority B
1755,Vasatika Buch,12,GP,Brand_Loyal,74,High,2.4438461538461533,Non-responsive,Priority B
1756,Sathvik Solanki,11,GP,Switcher,48,Low,4.745,Non-responsive,Priority D
1757,Eiravati Manne,5,Cardiologist,Switcher,61,High,-2.441,Non-responsive,Priority B
1758,Nitesh Majumdar,14,GP,Brand_Loyal,78,High,-2.6342857142857143,Non-responsive,Priority B
1759,Pooja Kulkarni,9,Cardiologist,Competitor_Loyal,39,Low,20.55545454545455,Responsive,Priority C
1760,Amol Bansal,13,Cardiologist,Switcher,28,Low,0.7462499999999999,Non-responsive,Priority D
1761,Upasna Setty,12,GP,Switcher,27,Low,48.61545454545455,Responsive,Priority C
1762,Balveer Kota,2,GP,Brand_Loyal,65,High,-4.72375,Non-responsive,Priority B
1763,Lipika Chad,5,Cardiologist,Switcher,55,Low,21.081111111111113,Responsive,Priority C
1764,Timothy Bobal,12,Diabetologist,Brand_Loyal,51,Low,3.9525,Non-responsive,Priority D
1765,Kalpit Deshmukh,12,Cardiologist,Brand_Loyal,64,High,11.696153846153846,Non-responsive,Priority B
1766,Yasti Rama,6,GP,Brand_Loyal,64,High,-1.0899999999999999,Non-responsive,Priority B
1767,Chandran Warrior,10,Diabetologist,Switcher,69,High,0.41500000000000004,Non-responsive,Priority B
1768,Ijaya Palan,9,GP,Switcher,66,High,7.804545454545454,Non-responsive,Priority B
1769,Tanmayi Bedi,7,Cardiologist,Brand_Loyal,64,High,1.5900000000000003,Non-responsive,Priority B
1770,Lopa Zachariah,5,Cardiologist,Switcher,87,High,6.409999999999999,Non-responsive,Priority B
1771,Eta Balan,5,Cardiologist,Switcher,61,High,26.947999999999997,Responsive,Priority A
1772,Kamya Murty,9,Diabetologist,Brand_Loyal,92,High,3.58,Non-responsive,Priority B
1773,Zehaan Srivastava,11,Diabetologist,Competitor_Loyal,56,Low,8.2125,Non-responsive,Priority D
1774,Nakul Tata,11,Cardiologist,Brand_Loyal,68,High,-0.75,Non-responsive,Priority B
1775,Veer Subramaniam,9,Diabetologist,Brand_Loyal,77,High,3.0436363636363626,Non-responsive,Priority B
1776,Varsha Pall,14,Diabetologist,Competitor_Loyal,48,Low,40.17428571428571,Responsive,Priority C
1777,Zinal Amble,9,Diabetologist,Competitor_Loyal,56,Low,25.773636363636363,Responsive,Priority C
1778,Samar Virk,12,Diabetologist,Competitor_Loyal,59,Low,2.4130769230769236,Non-responsive,Priority D
1779,Kashvi Gulati,10,GP,Switcher,37,Low,-2.3625000000000007,Non-responsive,Priority D
1780,Atharv Loke,12,GP,Competitor_Loyal,67,High,0.36000000000000004,Non-responsive,Priority B
1781,Ubika Nanda,12,Diabetologist,Brand_Loyal,86,High,1.0353846153846153,Non-responsive,Priority B
1782,Nachiket Chad,10,Diabetologist,Switcher,61,High,9.5675,Non-responsive,Priority B
1783,Udarsh Bala,14,Cardiologist,Switcher,64,High,10.849999999999998,Non-responsive,Priority B
1784,Liam Dada,14,GP,Switcher,80,High,-8.365714285714287,Non-responsive,Priority B
