rep_id,rep_name,hcp_id,hcp_name,loyalty_tier,avg_rx_before,avg_rx_after,rx_lift,rx_lift_pct
59,Arya Sunder,1799,Balveer Mannan,Competitor_Loyal,2.4,1.9,-0.5,-20.83
61,Urvashi Ray,170,Rushil Mahal,Competitor_Loyal,2.4,1.9,-0.5,-20.83
71,Chandresh Zachariah,1336,Abeer Bhatnagar,Switcher,6.0,4.75,-1.25,-20.83
75,Nitesh Raghavan,1336,Abeer Bhatnagar,Switcher,6.0,4.75,-1.25,-20.83
90,Diya Bora,1749,Samuel Devi,Competitor_Loyal,4.0,3.17,-0.83,-20.83
97,Krish Lalla,426,Nidra Raj,Competitor_Loyal,4.0,3.17,-0.83,-20.83
97,Krish Lalla,1059,Manbir Mani,Competitor_Loyal,3.0,2.38,-0.63,-20.83
99,Baghyawati Kade,1409,Manthan Dugar,Switcher,8.0,6.33,-1.67,-20.83
105,Prisha Andra,1212,Bakhshi Bora,Brand_Loyal,13.89,11.0,-2.89,-20.83
109,Janya Baral,183,Vedant Chaudhari,Switcher,6.4,5.07,-1.33,-20.83
6,Rushil Saini,1848,Ojasvi Gill,Brand_Loyal,16.07,12.71,-3.36,-20.89
5,Viraj Tiwari,1586,Harini Tripathi,Switcher,7.17,5.67,-1.5,-20.93
41,Yashica Issac,1069,Avni Ramaswamy,Brand_Loyal,21.5,17.0,-4.5,-20.93
70,Faqid Savant,1811,Neel Chaudhry,Competitor_Loyal,4.3,3.4,-0.9,-20.93
76,Madhavi Lanka,1336,Abeer Bhatnagar,Switcher,12.9,10.2,-2.7,-20.93
99,Baghyawati Kade,591,Chatresh Oza,Switcher,7.17,5.67,-1.5,-20.93
39,Aarush Lall,444,Nidra Sharaf,Switcher,7.75,6.13,-1.63,-20.97
75,Nitesh Raghavan,475,Zarna Sharma,Switcher,8.1,6.4,-1.7,-20.99
85,Yatin Baral,1238,Zashil Raj,Switcher,7.84,6.19,-1.65,-20.99
94,Yash Pingle,380,Harrison Kashyap,Competitor_Loyal,3.68,2.91,-0.77,-20.99
8,Nathaniel Sami,150,Barkha Setty,Switcher,9.92,7.83,-2.08,-21.01
4,Ayushman Chander,1431,Umang Issac,Competitor_Loyal,2.71,2.14,-0.57,-21.05
5,Viraj Tiwari,268,Vivaan Roy,Competitor_Loyal,3.17,2.5,-0.67,-21.05
7,Saumya Mall,194,Maanav De,Competitor_Loyal,4.75,3.75,-1.0,-21.05
7,Saumya Mall,756,Kavya Sankar,Competitor_Loyal,4.22,3.33,-0.89,-21.05
11,Lajita Chatterjee,1413,Vrishti Dixit,Competitor_Loyal,3.17,2.5,-0.67,-21.05
43,Ekiya Suresh,47,Balhaar Ranganathan,Competitor_Loyal,3.17,2.5,-0.67,-21.05
52,Raksha Varughese,671,Mitali Kamdar,Switcher,9.5,7.5,-2.0,-21.05
52,Raksha Varughese,831,Urmi Patla,Competitor_Loyal,2.38,1.88,-0.5,-21.05
57,Ekansh Balay,1222,Jalsa Aggarwal,Switcher,5.7,4.5,-1.2,-21.05
92,Tanay Toor,685,Chaitaly Mann,Switcher,7.13,5.63,-1.5,-21.05
98,Hredhaan Dugal,1093,Abdul Tak,Switcher,9.5,7.5,-2.0,-21.05
99,Baghyawati Kade,1156,Samesh Nadig,Competitor_Loyal,2.38,1.88,-0.5,-21.05
103,Aarush Nath,663,Unni Borra,Switcher,9.5,7.5,-2.0,-21.05
108,Joshua Barman,1722,Widisha Dixit,Switcher,4.75,3.75,-1.0,-21.05
113,Nitara Bakshi,1949,Manan Sathe,Switcher,6.33,5.0,-1.33,-21.05
116,Lavanya Barad,226,Aashi Gaba,Competitor_Loyal,2.24,1.76,-0.47,-21.05
11,Lajita Chatterjee,195,Rajata Sunder,Brand_Loyal,18.0,14.2,-3.8,-21.11
71,Chandresh Zachariah,649,Samesh Mutti,Switcher,9.0,7.1,-1.9,-21.11
2,Udant Dewan,1099,Owen Choudhary,Brand_Loyal,14.2,11.2,-3.0,-21.13
58,Ekavir Varkey,55,Zinal Shanker,Switcher,7.1,5.6,-1.5,-21.13
99,Baghyawati Kade,1097,Daksha Saran,Switcher,8.67,6.83,-1.83,-21.15
21,Ekbal Garg,2,Udarsh Bala,Switcher,8.61,6.79,-1.82,-21.16
51,Devika Rastogi,305,Ekavir Wable,Switcher,8.5,6.7,-1.8,-21.18
89,Karan Mital,225,Madhavi Sekhon,Switcher,10.63,8.38,-2.25,-21.18
35,Upadhriti Wadhwa,928,Charita Puri,Brand_Loyal,18.61,14.67,-3.94,-21.19
89,Karan Mital,440,Chasmum Keer,Brand_Loyal,11.8,9.3,-2.5,-21.19
4,Ayushman Chander,1589,Daksha Mangat,Competitor_Loyal,2.36,1.86,-0.5,-21.21
5,Viraj Tiwari,1122,Hamsini Contractor,Switcher,8.25,6.5,-1.75,-21.21
12,Hemangini Lalla,1179,Ekaraj Mallick,Competitor_Loyal,4.13,3.25,-0.88,-21.21
12,Hemangini Lalla,1500,Ikbal Saraf,Brand_Loyal,9.9,7.8,-2.1,-21.21
17,Fariq Kaul,775,Yashica Rajagopalan,Competitor_Loyal,1.38,1.08,-0.29,-21.21
40,Yashica Cherian,1800,Dalbir Shere,Brand_Loyal,14.14,11.14,-3.0,-21.21
46,Farhan Chada,623,Kiaan Dhar,Competitor_Loyal,3.0,2.36,-0.64,-21.21
50,Siddharth Zacharia,699,Ijaya Pandey,Brand_Loyal,20.63,16.25,-4.38,-21.21
78,Mohammed Gupta,1053,Aryan Raj,Switcher,8.25,6.5,-1.75,-21.21
90,Diya Bora,1474,Balveer Ram,Competitor_Loyal,3.3,2.6,-0.7,-21.21
35,Upadhriti Wadhwa,44,Mekhala Khatri,Competitor_Loyal,3.74,2.94,-0.79,-21.26
9,Arunima Dugal,697,Ayush Batra,Switcher,8.55,6.73,-1.82,-21.28
108,Joshua Barman,893,Rehaan Dalal,Brand_Loyal,6.71,5.29,-1.43,-21.28
1,Aryan Maharaj,1071,Veda Shroff,Switcher,10.17,8.0,-2.17,-21.31
71,Chandresh Zachariah,790,Ladli Chaudhuri,Competitor_Loyal,2.77,2.18,-0.59,-21.31
108,Joshua Barman,1307,Thomas Borah,Switcher,7.63,6.0,-1.63,-21.31
94,Yash Pingle,459,Anamika Sachar,Switcher,9.38,7.38,-2.0,-21.33
20,Isha Kadakia,89,Christopher Amble,Switcher,8.43,6.63,-1.8,-21.34
54,Devansh Nigam,1460,Lipika Ramanathan,Switcher,13.28,10.44,-2.83,-21.34
59,Arya Sunder,1663,Dhriti Sandhu,Brand_Loyal,12.88,10.13,-2.75,-21.36
51,Devika Rastogi,344,Sachi Dave,Switcher,11.7,9.2,-2.5,-21.37
64,Unni Bhagat,566,Rachita Subramanian,Switcher,8.74,6.87,-1.87,-21.39
63,Irya Sampath,1769,Tanmayi Bedi,Brand_Loyal,10.71,8.42,-2.29,-21.4
2,Udant Dewan,1733,Hardik Suri,Switcher,14.0,11.0,-3.0,-21.43
4,Ayushman Chander,323,Tanmayi Aurora,Switcher,3.5,2.75,-0.75,-21.43
5,Viraj Tiwari,1919,Shivani Lad,Switcher,7.0,5.5,-1.5,-21.43
7,Saumya Mall,1940,Frado Mander,Switcher,7.0,5.5,-1.5,-21.43
9,Arunima Dugal,553,Chandran Bumb,Switcher,7.0,5.5,-1.5,-21.43
10,Gayathri Chaudry,959,Harish Sarraf,Competitor_Loyal,2.33,1.83,-0.5,-21.43
15,Janaki Handa,901,Gaurang Sarkar,Competitor_Loyal,2.33,1.83,-0.5,-21.43
35,Upadhriti Wadhwa,1459,Balveer Bora,Switcher,6.0,4.71,-1.29,-21.43
36,Advay Contractor,855,Ishani Prashad,Brand_Loyal,21.0,16.5,-4.5,-21.43
37,Harini Choudhury,196,Jagat Dave,Competitor_Loyal,3.5,2.75,-0.75,-21.43
41,Yashica Issac,199,Ganga Sandhu,Switcher,8.4,6.6,-1.8,-21.43
44,Isaac Patil,1530,Wakeeta Desai,Competitor_Loyal,2.33,1.83,-0.5,-21.43
47,Ekapad Walia,1787,Jack Setty,Competitor_Loyal,3.5,2.75,-0.75,-21.43
50,Siddharth Zacharia,1964,Anthony Bhattacharyya,Competitor_Loyal,3.5,2.75,-0.75,-21.43
51,Devika Rastogi,282,Triya Bedi,Competitor_Loyal,2.33,1.83,-0.5,-21.43
55,Victor Kannan,950,Varenya Kar,Switcher,8.4,6.6,-1.8,-21.43
55,Victor Kannan,1828,Leela Thakur,Competitor_Loyal,1.75,1.38,-0.38,-21.43
57,Ekansh Balay,1571,Vasatika Bhatt,Competitor_Loyal,1.56,1.22,-0.33,-21.43
72,Girik Khalsa,545,Wyatt Lanka,Competitor_Loyal,1.75,1.38,-0.38,-21.43
72,Girik Khalsa,1126,Naveen Kumer,Switcher,7.0,5.5,-1.5,-21.43
73,Niharika Sunder,454,Ria Gandhi,Competitor_Loyal,2.8,2.2,-0.6,-21.43
75,Nitesh Raghavan,1107,Abeer Basak,Brand_Loyal,7.0,5.5,-1.5,-21.43
76,Madhavi Lanka,725,Qarin Tara,Switcher,3.5,2.75,-0.75,-21.43
77,Bhavika Sampath,1259,Vasatika Garde,Competitor_Loyal,3.5,2.75,-0.75,-21.43
81,Vansha Thakkar,1779,Kashvi Gulati,Switcher,5.6,4.4,-1.2,-21.43
89,Karan Mital,1345,Gaurav Anand,Switcher,7.0,5.5,-1.5,-21.43
91,Tara Chaudhry,1200,Chandani Mutti,Competitor_Loyal,3.5,2.75,-0.75,-21.43
91,Tara Chaudhry,1590,Nihal Hans,Competitor_Loyal,3.5,2.75,-0.75,-21.43
91,Tara Chaudhry,1622,Vedhika Golla,Switcher,10.5,8.25,-2.25,-21.43
95,Nakul Sarma,86,Meera Divan,Competitor_Loyal,3.5,2.75,-0.75,-21.43
95,Nakul Sarma,426,Nidra Raj,Competitor_Loyal,3.5,2.75,-0.75,-21.43
98,Hredhaan Dugal,1579,Akshay Choudhury,Competitor_Loyal,2.8,2.2,-0.6,-21.43
100,Samar Lalla,174,Leela Bhagat,Competitor_Loyal,5.25,4.13,-1.13,-21.43
102,Pallavi Malhotra,1307,Thomas Borah,Switcher,7.0,5.5,-1.5,-21.43
102,Pallavi Malhotra,1713,Pranav Ram,Competitor_Loyal,1.56,1.22,-0.33,-21.43
104,Adweta Edwin,1057,Janaki Zacharia,Competitor_Loyal,2.33,1.83,-0.5,-21.43
105,Prisha Andra,1472,Harini Buch,Competitor_Loyal,2.0,1.57,-0.43,-21.43
109,Janya Baral,1407,Lipika Natarajan,Switcher,4.67,3.67,-1.0,-21.43
62,Girindra Chatterjee,1372,Peter Som,Brand_Loyal,9.64,7.57,-2.07,-21.48
39,Aarush Lall,421,Liam Luthra,Switcher,8.13,6.38,-1.75,-21.54
115,Amara Dutta,1281,Kashish Sen,Switcher,11.31,8.88,-2.44,-21.55
51,Devika Rastogi,1348,Nilima Swamy,Switcher,8.5,6.67,-1.83,-21.57
99,Baghyawati Kade,140,Yatan Venkataraman,Switcher,8.5,6.67,-1.83,-21.57
35,Upadhriti Wadhwa,1235,Yochana Sagar,Competitor_Loyal,3.36,2.64,-0.73,-21.62
41,Yashica Issac,612,Om Pandey,Switcher,11.1,8.7,-2.4,-21.62
52,Raksha Varughese,185,Yashodhara Agate,Competitor_Loyal,3.7,2.9,-0.8,-21.62
105,Prisha Andra,333,Wyatt Hayer,Competitor_Loyal,1.85,1.45,-0.4,-21.62
56,Ekavir Bhargava,1614,Laksh Sahota,Switcher,3.75,2.94,-0.81,-21.67
57,Ekansh Balay,55,Zinal Shanker,Switcher,6.67,5.22,-1.44,-21.67
57,Ekansh Balay,1419,Chanakya Chokshi,Switcher,6.0,4.7,-1.3,-21.67
95,Nakul Sarma,1709,Ishwar Aurora,Switcher,10.0,7.83,-2.17,-21.67
12,Hemangini Lalla,1304,Pavani Kanda,Switcher,8.3,6.5,-1.8,-21.69
4,Ayushman Chander,710,Pushti Mody,Competitor_Loyal,2.56,2.0,-0.56,-21.74
17,Fariq Kaul,512,Nidhi Bail,Competitor_Loyal,1.5,1.17,-0.33,-21.74
36,Advay Contractor,1387,Azad Chander,Competitor_Loyal,3.83,3.0,-0.83,-21.74
42,Kashvi Edwin,660,Ganga Gaba,Competitor_Loyal,2.88,2.25,-0.63,-21.74
42,Kashvi Edwin,1582,Yutika Narang,Switcher,11.5,9.0,-2.5,-21.74
51,Devika Rastogi,917,Amrita Peri,Competitor_Loyal,3.83,3.0,-0.83,-21.74
52,Raksha Varughese,971,Jagdish Chana,Competitor_Loyal,2.88,2.25,-0.63,-21.74
53,Jai Kota,886,Jyoti Iyer,Switcher,7.67,6.0,-1.67,-21.74
55,Victor Kannan,888,Abhiram Kapur,Switcher,3.83,3.0,-0.83,-21.74
90,Diya Bora,1513,Gavin Comar,Switcher,7.67,6.0,-1.67,-21.74
97,Krish Lalla,1988,Xavier Bora,Competitor_Loyal,2.88,2.25,-0.63,-21.74
99,Baghyawati Kade,1103,Dalaja Nath,Switcher,11.5,9.0,-2.5,-21.74
101,Zayan Behl,1764,Timothy Bobal,Brand_Loyal,11.5,9.0,-2.5,-21.74
13,Tripti Yadav,584,Bhavini Bose,Switcher,13.24,10.36,-2.88,-21.76
67,Ranveer Yadav,794,Tanvi Thaman,Switcher,7.43,5.81,-1.62,-21.79
90,Diya Bora,1977,Max Om,Switcher,7.8,6.1,-1.7,-21.79
116,Lavanya Barad,1695,Vincent Venkatesh,Switcher,8.1,6.33,-1.77,-21.81
53,Jai Kota,1158,Jai Sami,Switcher,9.17,7.17,-2.0,-21.82
24,Daksh Karnik,1729,Mugdha Sarraf,Competitor_Loyal,2.29,1.79,-0.5,-21.84
56,Ekavir Bhargava,117,Oliver Bhattacharyya,Brand_Loyal,8.39,6.56,-1.83,-21.85
44,Isaac Patil,1876,Hemani Dhingra,Competitor_Loyal,4.57,3.57,-1.0,-21.87
54,Devansh Nigam,449,Krish Munshi,Competitor_Loyal,3.56,2.78,-0.78,-21.87
56,Ekavir Bhargava,438,Dalaja Maharaj,Competitor_Loyal,1.78,1.39,-0.39,-21.87
109,Janya Baral,1892,Raagini Kamdar,Switcher,5.33,4.17,-1.17,-21.87
115,Amara Dutta,557,Gagan Vala,Competitor_Loyal,2.29,1.79,-0.5,-21.87
75,Nitesh Raghavan,578,Veer Chaudhry,Switcher,6.4,5.0,-1.4,-21.88
93,Kevin Palla,143,Darsh Chana,Switcher,8.0,6.25,-1.75,-21.88
95,Nakul Sarma,20,Ayushman Mammen,Brand_Loyal,16.0,12.5,-3.5,-21.88
76,Madhavi Lanka,1811,Neel Chaudhry,Competitor_Loyal,4.04,3.15,-0.88,-21.9
98,Hredhaan Dugal,816,Azaan Keer,Switcher,8.59,6.71,-1.88,-21.92
13,Tripti Yadav,992,Inaya Mukherjee,Switcher,8.77,6.85,-1.92,-21.93
2,Udant Dewan,1268,Arunima Golla,Brand_Loyal,16.4,12.8,-3.6,-21.95
4,Ayushman Chander,867,Ekaraj Majumdar,Switcher,10.25,8.0,-2.25,-21.95
44,Isaac Patil,928,Charita Puri,Brand_Loyal,20.5,16.0,-4.5,-21.95
46,Farhan Chada,1719,Bishakha Lal,Competitor_Loyal,3.42,2.67,-0.75,-21.95
48,Kabir Soman,917,Amrita Peri,Competitor_Loyal,3.73,2.91,-0.82,-21.95
91,Tara Chaudhry,701,Triya Ganesan,Switcher,10.25,8.0,-2.25,-21.95
107,Kala Divan,114,Jai Mahal,Competitor_Loyal,1.37,1.07,-0.3,-21.95
47,Ekapad Walia,886,Jyoti Iyer,Switcher,6.25,4.88,-1.38,-22.0
91,Tara Chaudhry,1127,Mitali Modi,Switcher,10.0,7.8,-2.2,-22.0
95,Nakul Sarma,143,Darsh Chana,Switcher,8.33,6.5,-1.83,-22.0
100,Samar Lalla,1596,Gagan Nath,Switcher,8.33,6.5,-1.83,-22.0
92,Tanay Toor,973,Gagan Sule,Brand_Loyal,12.64,9.86,-2.79,-22.03
104,Adweta Edwin,353,Oliver Kade,Competitor_Loyal,2.11,1.64,-0.46,-22.03
42,Kashvi Edwin,1033,Ekani Iyer,Switcher,7.5,5.85,-1.65,-22.05
7,Saumya Mall,302,Patrick Vig,Brand_Loyal,15.4,12.0,-3.4,-22.08
115,Amara Dutta,1949,Manan Sathe,Switcher,7.41,5.77,-1.64,-22.09
49,Alka Wable,1117,Yuvraj Parekh,Switcher,11.09,8.64,-2.45,-22.13
7,Saumya Mall,1022,Faris Devi,Brand_Loyal,14.0,10.9,-3.1,-22.14
52,Raksha Varughese,237,Darika Sheth,Brand_Loyal,11.93,9.29,-2.64,-22.16
3,Gagan Sami,1168,Qushi Seth,Switcher,9.17,7.13,-2.03,-22.18
2,Udant Dewan,269,Aarini Subramaniam,Competitor_Loyal,1.5,1.17,-0.33,-22.22
2,Udant Dewan,419,Bahadurjit Patla,Competitor_Loyal,4.5,3.5,-1.0,-22.22
2,Udant Dewan,1355,Sachi Ganesan,Competitor_Loyal,3.6,2.8,-0.8,-22.22
5,Viraj Tiwari,744,Simon Pant,Competitor_Loyal,3.0,2.33,-0.67,-22.22
6,Rushil Saini,192,Krisha Saini,Competitor_Loyal,3.0,2.33,-0.67,-22.22
6,Rushil Saini,1982,Atharv Chand,Brand_Loyal,15.0,11.67,-3.33,-22.22
8,Nathaniel Sami,813,Adweta Raj,Competitor_Loyal,2.25,1.75,-0.5,-22.22
8,Nathaniel Sami,848,Waida D’Alia,Switcher,11.25,8.75,-2.5,-22.22
9,Arunima Dugal,1367,William Maharaj,Switcher,9.0,7.0,-2.0,-22.22
10,Gayathri Chaudry,399,Mohammed Subramaniam,Switcher,9.0,7.0,-2.0,-22.22
10,Gayathri Chaudry,878,Daksh Memon,Switcher,9.0,7.0,-2.0,-22.22
10,Gayathri Chaudry,1184,Ekta Gopal,Competitor_Loyal,2.25,1.75,-0.5,-22.22
11,Lajita Chatterjee,705,Triya Gopal,Competitor_Loyal,3.38,2.63,-0.75,-22.22
11,Lajita Chatterjee,718,Riya Sathe,Competitor_Loyal,4.5,3.5,-1.0,-22.22
11,Lajita Chatterjee,997,Oeshi Hayer,Competitor_Loyal,2.25,1.75,-0.5,-22.22
12,Hemangini Lalla,149,Karan Aurora,Competitor_Loyal,4.5,3.5,-1.0,-22.22
12,Hemangini Lalla,1205,Jhalak Parmer,Switcher,11.25,8.75,-2.5,-22.22
17,Fariq Kaul,1934,David Seshadri,Competitor_Loyal,1.29,1.0,-0.29,-22.22
35,Upadhriti Wadhwa,1559,Lakshmi Vohra,Brand_Loyal,19.8,15.4,-4.4,-22.22
37,Harini Choudhury,1465,Arya Misra,Switcher,9.0,7.0,-2.0,-22.22
37,Harini Choudhury,1950,Teerth Bhalla,Switcher,4.5,3.5,-1.0,-22.22
39,Aarush Lall,565,Fitan Tata,Switcher,9.0,7.0,-2.0,-22.22
41,Yashica Issac,703,Aishani Pau,Switcher,4.5,3.5,-1.0,-22.22
43,Ekiya Suresh,159,Siddharth Gupta,Switcher,11.25,8.75,-2.5,-22.22
45,Wriddhish Bhardwaj,67,Maya Narain,Switcher,9.0,7.0,-2.0,-22.22
45,Wriddhish Bhardwaj,822,Chasmum Naidu,Competitor_Loyal,4.5,3.5,-1.0,-22.22
51,Devika Rastogi,1294,Urmi Wagle,Switcher,10.5,8.17,-2.33,-22.22
51,Devika Rastogi,1813,Rachit Maharaj,Competitor_Loyal,2.25,1.75,-0.5,-22.22
62,Girindra Chatterjee,1159,Chasmum Verma,Switcher,4.5,3.5,-1.0,-22.22
63,Irya Sampath,1507,Onkar Golla,Switcher,6.75,5.25,-1.5,-22.22
70,Faqid Savant,1643,Krishna Baria,Competitor_Loyal,2.25,1.75,-0.5,-22.22
72,Girik Khalsa,82,Champak Rao,Competitor_Loyal,2.25,1.75,-0.5,-22.22
73,Niharika Sunder,167,Manan Bhalla,Competitor_Loyal,2.25,1.75,-0.5,-22.22
75,Nitesh Raghavan,397,Parth Ray,Competitor_Loyal,3.86,3.0,-0.86,-22.22
76,Madhavi Lanka,217,Ganga Shukla,Competitor_Loyal,3.0,2.33,-0.67,-22.22
76,Madhavi Lanka,339,Jack Pandey,Competitor_Loyal,2.25,1.75,-0.5,-22.22
89,Karan Mital,517,Deepa Nigam,Competitor_Loyal,2.25,1.75,-0.5,-22.22
90,Diya Bora,912,Neelima Thaman,Brand_Loyal,13.5,10.5,-3.0,-22.22
90,Diya Bora,996,Farhan Bhalla,Competitor_Loyal,2.0,1.56,-0.44,-22.22
90,Diya Bora,1670,Chakradev Nath,Switcher,4.5,3.5,-1.0,-22.22
91,Tara Chaudhry,148,Faras Nair,Switcher,11.25,8.75,-2.5,-22.22
91,Tara Chaudhry,320,Manbir Bhakta,Switcher,9.0,7.0,-2.0,-22.22
91,Tara Chaudhry,1902,Peter Shah,Competitor_Loyal,3.0,2.33,-0.67,-22.22
93,Kevin Palla,1598,Advay Bora,Competitor_Loyal,2.25,1.75,-0.5,-22.22
95,Nakul Sarma,174,Leela Bhagat,Competitor_Loyal,4.5,3.5,-1.0,-22.22
96,Abhiram Mistry,1463,Ladli Narang,Competitor_Loyal,2.25,1.75,-0.5,-22.22
99,Baghyawati Kade,248,Forum Sen,Competitor_Loyal,3.0,2.33,-0.67,-22.22
99,Baghyawati Kade,651,Nachiket Sharma,Switcher,7.2,5.6,-1.6,-22.22
99,Baghyawati Kade,1095,Gopal Virk,Competitor_Loyal,2.25,1.75,-0.5,-22.22
99,Baghyawati Kade,1155,Parth Lal,Competitor_Loyal,2.25,1.75,-0.5,-22.22
101,Zayan Behl,1749,Samuel Devi,Competitor_Loyal,4.5,3.5,-1.0,-22.22
101,Zayan Behl,1977,Max Om,Switcher,4.5,3.5,-1.0,-22.22
104,Adweta Edwin,1668,Sanaya Panchal,Switcher,9.0,7.0,-2.0,-22.22
115,Amara Dutta,805,Hema Gera,Competitor_Loyal,1.69,1.31,-0.38,-22.22
94,Yash Pingle,499,Tarak Vohra,Switcher,7.36,5.71,-1.64,-22.33
40,Yashica Cherian,1237,Pushti Ramachandran,Switcher,9.81,7.62,-2.19,-22.35
47,Ekapad Walia,825,Yatan Merchant,Competitor_Loyal,3.86,3.0,-0.86,-22.35
62,Girindra Chatterjee,569,Chaman Lalla,Switcher,4.79,3.71,-1.07,-22.39
12,Hemangini Lalla,1139,Libni Doshi,Brand_Loyal,11.6,9.0,-2.6,-22.41
42,Kashvi Edwin,1420,Geetika Merchant,Switcher,9.67,7.5,-2.17,-22.41
68,Logan Sami,1591,Ayush De,Competitor_Loyal,1.32,1.02,-0.3,-22.41
60,Kevin Solanki,1809,Gaurang Dayal,Switcher,8.17,6.33,-1.83,-22.45
89,Karan Mital,1095,Gopal Virk,Competitor_Loyal,2.72,2.11,-0.61,-22.45
90,Diya Bora,1187,Sneha Sem,Brand_Loyal,9.8,7.6,-2.2,-22.45
24,Daksh Karnik,1160,Qushi Gole,Switcher,11.7,9.07,-2.63,-22.47
8,Nathaniel Sami,906,Tanish Bhatt,Brand_Loyal,10.0,7.75,-2.25,-22.5
18,Lajita Mall,89,Christopher Amble,Switcher,9.41,7.29,-2.12,-22.5
91,Tara Chaudhry,1761,Upasna Setty,Switcher,5.0,3.88,-1.13,-22.5
93,Kevin Palla,591,Chatresh Oza,Switcher,6.67,5.17,-1.5,-22.5
102,Pallavi Malhotra,984,Bhanumati Krishnamurthy,Switcher,6.67,5.17,-1.5,-22.5
103,Aarush Nath,614,Nisha Vig,Competitor_Loyal,2.22,1.72,-0.5,-22.5
105,Prisha Andra,284,Balveer Rajagopalan,Switcher,5.71,4.43,-1.29,-22.5
38,Radhika Dugar,1230,Harish Devan,Brand_Loyal,15.5,12.0,-3.5,-22.58
43,Ekiya Suresh,1488,Zayan Koshy,Switcher,7.75,6.0,-1.75,-22.58
45,Wriddhish Bhardwaj,1320,Tripti Babu,Competitor_Loyal,3.1,2.4,-0.7,-22.58
47,Ekapad Walia,583,Ayushman Raja,Competitor_Loyal,3.1,2.4,-0.7,-22.58
49,Alka Wable,185,Yashodhara Agate,Competitor_Loyal,3.1,2.4,-0.7,-22.58
55,Victor Kannan,1270,Sanaya Basu,Switcher,7.75,6.0,-1.75,-22.58
80,Dipta Bhandari,1570,Balveer Dube,Brand_Loyal,15.5,12.0,-3.5,-22.58
95,Nakul Sarma,416,Vincent Kapur,Switcher,5.17,4.0,-1.17,-22.58
99,Baghyawati Kade,20,Ayushman Mammen,Brand_Loyal,15.5,12.0,-3.5,-22.58
101,Zayan Behl,20,Ayushman Mammen,Brand_Loyal,15.5,12.0,-3.5,-22.58
101,Zayan Behl,1741,Yash Garg,Competitor_Loyal,3.1,2.4,-0.7,-22.58
104,Adweta Edwin,247,Thomas Bhatnagar,Brand_Loyal,13.5,10.45,-3.05,-22.59
4,Ayushman Chander,1653,Mitesh Tara,Switcher,10.5,8.13,-2.38,-22.62
48,Kabir Soman,177,Lila Salvi,Switcher,10.5,8.13,-2.38,-22.62
75,Nitesh Raghavan,806,Umang Pillai,Switcher,8.4,6.5,-1.9,-22.62
53,Jai Kota,1984,Hemangini Thakkar,Switcher,8.83,6.83,-2.0,-22.64
80,Dipta Bhandari,806,Umang Pillai,Switcher,8.83,6.83,-2.0,-22.64
97,Krish Lalla,1258,Leela Khanna,Competitor_Loyal,3.5,2.71,-0.79,-22.69
76,Madhavi Lanka,1401,Rohan Dhingra,Switcher,11.64,9.0,-2.64,-22.7
2,Udant Dewan,26,Utkarsh Patel,Competitor_Loyal,3.67,2.83,-0.83,-22.73
6,Rushil Saini,559,Dhruv Rattan,Competitor_Loyal,3.67,2.83,-0.83,-22.73
8,Nathaniel Sami,974,Bhavya Rattan,Switcher,11.0,8.5,-2.5,-22.73
9,Arunima Dugal,1140,Hardik Contractor,Competitor_Loyal,2.32,1.79,-0.53,-22.73
10,Gayathri Chaudry,1049,Vaishnavi Bora,Competitor_Loyal,2.75,2.13,-0.63,-22.73
16,Chakradev Kari,422,Laksh Dubey,Switcher,8.25,6.38,-1.88,-22.73
38,Radhika Dugar,1451,Ayush Hora,Switcher,8.8,6.8,-2.0,-22.73
45,Wriddhish Bhardwaj,1669,Warjas Nadkarni,Switcher,8.25,6.38,-1.88,-22.73
47,Ekapad Walia,450,Aadi Narula,Competitor_Loyal,3.14,2.43,-0.71,-22.73
50,Siddharth Zacharia,71,Falan Jain,Switcher,11.0,8.5,-2.5,-22.73
57,Ekansh Balay,1064,Yuvraj Kara,Brand_Loyal,7.33,5.67,-1.67,-22.73
57,Ekansh Balay,1789,Odika Bhagat,Switcher,7.86,6.07,-1.79,-22.73
58,Ekavir Varkey,470,Lakshmi Pingle,Competitor_Loyal,2.0,1.55,-0.45,-22.73
77,Bhavika Sampath,798,Ishani Dugal,Brand_Loyal,11.0,8.5,-2.5,-22.73
79,Teerth Bhardwaj,1701,Tejas Wali,Competitor_Loyal,2.75,2.13,-0.63,-22.73
80,Dipta Bhandari,798,Ishani Dugal,Brand_Loyal,11.0,8.5,-2.5,-22.73
90,Diya Bora,861,Udyati Deep,Switcher,8.25,6.38,-1.88,-22.73
106,Faqid Dixit,1452,Banjeet Deol,Switcher,7.33,5.67,-1.67,-22.73
40,Yashica Cherian,746,Manthan Varma,Brand_Loyal,15.39,11.89,-3.5,-22.74
95,Nakul Sarma,84,Suhani Chana,Brand_Loyal,16.83,13.0,-3.83,-22.77
51,Devika Rastogi,1705,Nakul Sastry,Switcher,6.58,5.08,-1.5,-22.78
62,Girindra Chatterjee,1638,Advika Cheema,Switcher,11.4,8.8,-2.6,-22.81
73,Niharika Sunder,1262,Naksh Walla,Switcher,8.14,6.29,-1.86,-22.81
89,Karan Mital,1581,Urishilla Bedi,Switcher,9.5,7.33,-2.17,-22.81
108,Joshua Barman,183,Vedant Chaudhari,Switcher,5.7,4.4,-1.3,-22.81
